Liga,time,pct_marcou_1gol_casa,pct_marcou_1gol_fora,pct_marcou_1gol_geral,avg_min_marcou_1gol_casa,avg_min_marcou_1gol_fora,avg_min_sofreu_1gol_casa,avg_min_sofreu_1gol_fora,dp_min_marcou_1gol_casa,dp_min_marcou_1gol_fora,dp_min_sofreu_1gol_casa,dp_min_sofreu_1gol_fora,cv_min_marcou_1gol_casa,cv_min_marcou_1gol_fora,cv_min_sofreu_1gol_casa,cv_min_sofreu_1gol_fora,n_marcou_1gol_casa,n_sofreu_1gol_casa,n_marcou_1gol_fora,n_sofreu_1gol_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Alemanha_1 Bundesliga,Augsburg,54,38,46,45.4,29.8,24.2,28.0,30.6,18.3,11.7,21.8,67.3,61.4,48.2,77.8,7,5,5,8,16.7,7.7,0.0,7.7,0.0,0.0,0.0,15.4,8.3,0.0,16.7,7.7,0.0,0.0,16.7,0.0,0.0,0.0
Alemanha_1 Bundesliga,Bayer Leverkusen,77,54,65,26.5,24.8,38.3,21.0,24.8,25.1,30.1,12.4,93.5,101.2,78.5,59.0,10,3,6,7,30.8,15.4,7.7,7.7,7.7,15.4,15.4,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,7.7,0.0,0.0
Alemanha_1 Bundesliga,Bayern München,85,54,69,20.5,26.4,9.0,25.7,9.3,21.4,4.2,12.0,45.6,81.1,47.1,46.9,11,2,7,6,15.4,7.7,15.4,15.4,46.2,15.4,7.7,0.0,0.0,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Borussia Dortmund,92,85,88,33.1,31.0,7.0,21.0,24.6,15.5,,1.4,74.3,50.1,,6.7,12,1,11,2,15.4,15.4,23.1,7.7,7.7,7.7,7.7,38.5,30.8,7.7,0.0,0.0,0.0,7.7,0.0,0.0,7.7,0.0
Alemanha_1 Bundesliga,Borussia M'gladbach,38,31,35,39.2,45.0,24.8,34.9,35.0,21.0,23.9,27.0,89.2,46.7,96.3,77.5,5,5,4,8,20.0,0.0,0.0,8.3,0.0,0.0,10.0,0.0,10.0,8.3,0.0,8.3,0.0,8.3,0.0,0.0,10.0,0.0
Alemanha_1 Bundesliga,Eintracht Frankfurt,62,38,50,45.5,23.4,22.6,12.6,23.8,33.9,26.4,10.6,52.4,144.7,116.9,84.7,8,5,5,7,0.0,16.7,7.7,16.7,15.4,0.0,7.7,0.0,0.0,0.0,7.7,0.0,15.4,0.0,7.7,0.0,0.0,8.3
Alemanha_1 Bundesliga,Freiburg,54,31,42,20.3,22.5,38.8,50.9,16.6,16.7,29.0,21.4,81.6,74.1,74.7,42.1,7,6,4,7,15.4,9.1,15.4,9.1,0.0,0.0,23.1,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Hamburger SV,50,17,35,25.6,48.0,40.7,31.6,13.1,0.0,24.1,25.1,51.3,0.0,59.2,79.4,7,6,2,7,7.7,0.0,15.4,0.0,7.7,0.0,15.4,0.0,7.7,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Heidenheim,23,8,15,31.3,46.0,34.5,43.1,16.0,,17.9,20.7,51.1,,51.8,48.1,3,10,1,12,0.0,0.0,7.7,0.0,0.0,0.0,7.7,0.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Hoffenheim,54,36,44,23.0,35.6,33.2,17.0,15.2,18.5,22.2,12.0,66.1,52.0,66.9,70.9,7,6,5,8,15.4,7.7,15.4,0.0,7.7,7.7,0.0,0.0,15.4,15.4,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Köln,62,38,50,25.5,30.2,43.8,40.9,17.0,40.1,29.8,28.2,66.7,132.5,67.9,69.1,8,5,4,9,15.4,15.4,7.7,7.7,15.4,0.0,7.7,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Alemanha_1 Bundesliga,Mainz 05,38,46,42,31.0,31.0,33.9,26.6,13.6,21.8,31.5,26.6,43.9,70.2,93.1,100.3,5,7,6,7,8.3,7.7,0.0,7.7,8.3,15.4,16.7,0.0,8.3,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,RB Leipzig,86,62,74,33.7,28.9,45.5,40.5,18.2,24.7,9.2,18.6,54.0,85.5,20.2,45.9,12,2,8,4,7.1,33.3,28.6,0.0,0.0,8.3,14.3,8.3,21.4,0.0,7.1,0.0,7.1,16.7,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,St. Pauli,25,29,27,41.7,26.5,36.3,32.4,11.5,18.4,19.4,16.1,27.7,69.3,53.4,49.7,3,7,4,9,0.0,7.7,0.0,7.7,0.0,0.0,20.0,7.7,0.0,7.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_1 Bundesliga,Stuttgart,62,46,54,53.4,22.8,16.2,27.4,26.0,14.6,16.7,14.7,48.7,64.1,102.7,53.5,8,4,6,7,0.0,15.4,8.3,7.7,8.3,7.7,0.0,15.4,8.3,0.0,16.7,0.0,8.3,0.0,8.3,0.0,8.3,0.0
Alemanha_1 Bundesliga,Union Berlin,54,38,46,27.7,52.8,42.2,50.6,17.8,37.4,30.9,25.3,64.1,70.9,73.1,50.0,7,4,5,8,9.1,7.7,18.2,0.0,18.2,7.7,0.0,0.0,9.1,7.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0,15.4
Alemanha_1 Bundesliga,Werder Bremen,31,23,27,38.2,36.7,26.6,30.8,32.0,18.9,20.4,18.4,83.6,51.6,76.7,59.9,4,9,3,9,7.7,0.0,0.0,8.3,7.7,0.0,0.0,0.0,0.0,16.7,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0
Alemanha_1 Bundesliga,Wolfsburg,46,62,54,20.2,31.6,20.9,15.6,12.1,26.0,18.0,11.2,59.8,82.1,86.1,71.6,6,7,8,5,15.4,15.4,7.7,15.4,15.4,7.7,0.0,0.0,7.7,0.0,0.0,7.7,0.0,15.4,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Arminia Bielefeld,46,31,38,24.7,26.2,31.3,44.7,20.5,8.8,17.8,30.5,83.1,33.6,56.7,68.2,6,6,4,9,16.7,0.0,8.3,7.7,8.3,7.7,0.0,15.4,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Bochum,54,38,46,33.6,31.8,20.2,42.1,27.5,26.8,14.3,30.7,81.8,84.4,71.0,72.8,7,5,5,7,16.7,16.7,8.3,0.0,0.0,8.3,8.3,0.0,8.3,0.0,0.0,8.3,16.7,8.3,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Darmstadt 98,69,54,62,25.8,41.6,29.5,31.8,24.1,36.1,12.0,25.4,93.5,86.8,40.7,79.8,9,2,7,5,36.4,25.0,9.1,0.0,0.0,0.0,9.1,0.0,9.1,0.0,18.2,8.3,0.0,16.7,0.0,0.0,0.0,8.3
Alemanha_2 2. Bundesliga,Dynamo Dresden,69,46,58,28.5,14.5,26.2,24.8,15.6,10.0,33.8,18.3,54.8,68.7,129.1,73.7,8,5,6,6,7.7,16.7,15.4,8.3,7.7,25.0,7.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Eintracht Braunschweig,57,38,48,45.1,37.4,18.0,21.3,17.8,29.8,15.4,18.2,39.4,79.6,85.3,85.6,8,6,5,7,0.0,8.3,7.1,0.0,7.1,16.7,7.1,0.0,7.1,0.0,14.3,8.3,14.3,0.0,0.0,0.0,0.0,8.3
Alemanha_2 2. Bundesliga,Elversberg,67,57,62,55.8,31.3,23.0,28.2,35.5,17.7,19.5,25.5,63.6,56.4,84.9,90.3,8,3,9,5,9.1,7.1,0.0,7.1,18.2,14.3,0.0,21.4,9.1,0.0,0.0,7.1,0.0,7.1,9.1,0.0,27.3,0.0
Alemanha_2 2. Bundesliga,Fortuna Düsseldorf,31,38,35,48.0,33.6,40.6,46.0,26.8,18.1,23.9,33.9,55.8,53.9,58.8,73.8,4,7,5,8,0.0,7.7,0.0,0.0,9.1,0.0,9.1,15.4,9.1,7.7,0.0,7.7,0.0,0.0,0.0,0.0,9.1,0.0
Alemanha_2 2. Bundesliga,Greuther Fürth,46,43,44,27.0,25.2,19.0,33.6,36.4,15.3,14.7,21.7,135.0,60.9,77.4,64.6,6,6,6,8,25.0,7.1,8.3,7.1,0.0,14.3,0.0,7.1,8.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
Alemanha_2 2. Bundesliga,Hannover 96,46,79,63,32.8,33.6,25.2,24.0,30.7,23.2,20.7,4.4,93.6,68.9,82.0,18.2,6,5,11,3,18.2,14.3,9.1,21.4,9.1,0.0,0.0,14.3,0.0,7.1,0.0,0.0,9.1,21.4,9.1,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Hertha BSC,57,67,62,41.6,37.2,31.2,17.8,31.0,25.3,32.2,16.2,74.5,68.0,102.9,91.2,8,4,6,5,8.3,9.1,16.7,9.1,0.0,0.0,8.3,9.1,8.3,9.1,8.3,9.1,8.3,0.0,0.0,9.1,8.3,0.0
Alemanha_2 2. Bundesliga,Holstein Kiel,31,38,35,30.2,26.2,39.9,30.6,18.1,14.4,23.8,29.8,59.7,54.9,59.8,97.3,4,9,5,8,0.0,7.7,7.7,7.7,15.4,0.0,0.0,15.4,0.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Kaiserslautern,64,42,54,18.9,33.8,45.7,35.8,19.8,24.1,20.0,26.0,104.9,71.3,43.9,72.6,8,6,5,6,35.7,9.1,7.1,9.1,0.0,0.0,0.0,9.1,7.1,0.0,7.1,9.1,0.0,9.1,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Karlsruher SC,46,29,37,27.7,35.0,31.0,28.5,31.0,32.6,27.0,20.8,112.2,93.2,87.0,72.8,6,7,4,8,23.1,8.3,7.7,8.3,0.0,0.0,0.0,8.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.7,0.0
Alemanha_2 2. Bundesliga,Magdeburg,31,31,31,59.8,41.2,31.2,42.4,21.3,23.2,22.2,29.9,35.6,56.3,71.2,70.5,4,9,4,8,0.0,0.0,0.0,0.0,7.7,16.7,0.0,0.0,0.0,8.3,0.0,0.0,7.7,0.0,15.4,8.3,0.0,0.0
Alemanha_2 2. Bundesliga,Nürnberg,54,31,42,41.9,19.5,41.4,49.1,18.1,15.8,35.2,22.6,43.3,80.8,85.1,46.0,7,5,4,9,0.0,7.7,8.3,7.7,16.7,7.7,0.0,7.7,16.7,0.0,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Paderborn,46,62,54,39.8,28.4,23.0,22.7,28.3,23.7,17.9,4.2,71.1,83.7,77.9,18.4,6,7,8,3,7.7,27.3,0.0,0.0,15.4,9.1,7.7,18.2,7.7,0.0,0.0,9.1,0.0,9.1,0.0,0.0,7.7,0.0
Alemanha_2 2. Bundesliga,Preußen Münster,31,15,23,30.8,14.5,32.1,40.8,10.8,17.7,23.1,31.5,35.1,121.9,71.8,77.2,5,7,2,10,0.0,8.3,8.3,0.0,8.3,8.3,16.7,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_2 2. Bundesliga,Schalke 04,69,54,62,29.9,33.9,42.5,32.0,24.9,31.8,27.1,29.9,83.1,94.0,63.7,93.3,9,4,7,4,15.4,18.2,23.1,18.2,7.7,0.0,0.0,0.0,0.0,9.1,15.4,0.0,0.0,9.1,7.7,0.0,0.0,9.1
Alemanha_3 3. Liga,1860 München,53,43,48,28.8,28.2,30.0,29.1,16.1,33.3,28.1,24.8,56.1,118.3,93.7,85.0,8,6,6,8,14.3,21.4,7.1,0.0,0.0,7.1,21.4,7.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Alemanha_3 3. Liga,Alemannia Aachen,43,67,55,20.8,21.9,37.8,43.5,20.6,8.3,34.7,36.1,98.9,38.0,91.9,83.1,6,8,10,4,14.3,7.1,14.3,21.4,0.0,28.6,7.1,14.3,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Energie Cottbus,53,50,52,15.5,45.6,26.8,29.8,11.0,30.8,26.9,21.3,71.3,67.7,100.2,71.4,8,5,7,6,23.1,7.7,15.4,7.7,15.4,0.0,7.7,7.7,0.0,7.7,0.0,7.7,0.0,7.7,0.0,0.0,0.0,7.7
Alemanha_3 3. Liga,Erzgebirge Aue,40,29,34,21.4,32.3,23.6,25.7,15.1,14.6,13.2,17.5,70.4,45.1,55.8,68.2,5,7,3,10,8.3,0.0,25.0,7.7,0.0,0.0,0.0,7.7,8.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Hansa Rostock,67,53,60,31.4,22.8,21.8,35.5,28.7,15.5,13.3,22.8,91.4,68.0,61.1,64.3,10,5,8,4,20.0,8.3,13.3,33.3,0.0,8.3,6.7,8.3,13.3,0.0,0.0,8.3,0.0,0.0,13.3,0.0,0.0,0.0
Alemanha_3 3. Liga,Havelse,40,36,38,29.0,18.2,40.4,28.5,32.5,18.2,28.6,17.2,112.1,100.1,70.9,60.5,5,10,5,8,6.7,15.4,13.3,15.4,6.7,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
Alemanha_3 3. Liga,Hoffenheim II,60,50,55,30.4,11.2,21.6,24.5,30.4,14.2,13.2,26.8,99.9,127.2,61.3,109.3,9,5,6,8,21.4,28.6,14.3,7.1,7.1,0.0,0.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,7.1,0.0,7.1,0.0
Alemanha_3 3. Liga,Ingolstadt,43,53,48,31.5,38.9,14.6,33.3,13.7,27.4,20.7,26.0,43.6,70.5,141.8,78.1,6,5,8,7,0.0,0.0,9.1,13.3,18.2,13.3,18.2,13.3,0.0,0.0,9.1,0.0,0.0,0.0,0.0,6.7,0.0,6.7
Alemanha_3 3. Liga,Jahn Regensburg,43,40,41,39.7,12.3,26.4,39.7,24.9,8.6,11.4,20.2,62.9,70.1,43.0,50.8,6,7,6,9,7.7,20.0,0.0,13.3,7.7,6.7,7.7,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
Alemanha_3 3. Liga,MSV Duisburg,79,27,52,21.8,41.2,46.0,15.7,14.0,37.8,36.8,14.4,64.1,91.6,79.9,91.9,11,2,4,7,23.1,9.1,7.7,9.1,38.5,0.0,7.7,0.0,0.0,0.0,7.7,9.1,0.0,0.0,0.0,0.0,0.0,9.1
Alemanha_3 3. Liga,Osnabrück,67,71,69,41.5,32.0,19.0,14.2,27.9,25.4,19.8,3.3,67.3,79.3,104.2,23.2,10,2,9,4,8.3,15.4,16.7,15.4,8.3,0.0,8.3,23.1,16.7,0.0,8.3,0.0,0.0,7.7,8.3,7.7,8.3,0.0
Alemanha_3 3. Liga,Rot-Weiss Essen,67,29,48,24.5,64.5,35.6,25.8,13.1,25.9,35.5,15.0,53.5,40.1,99.7,58.1,10,5,4,9,13.3,0.0,13.3,0.0,6.7,0.0,33.3,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,15.4
Alemanha_3 3. Liga,Saarbrucken,64,20,41,23.1,26.3,19.8,21.2,16.8,27.5,16.2,21.1,72.7,104.3,81.8,99.5,9,4,3,11,23.1,7.1,7.7,7.1,15.4,0.0,7.7,0.0,15.4,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Schweinfurt,50,20,34,25.9,11.0,43.7,32.8,7.1,11.3,38.1,28.1,27.3,102.9,87.3,85.4,7,7,2,13,0.0,6.7,7.1,6.7,35.7,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Stuttgart II,57,33,45,33.6,50.0,26.4,34.4,25.2,34.8,24.9,21.3,74.9,69.6,94.5,61.7,8,5,5,9,7.7,0.0,15.4,7.1,15.4,7.1,7.7,7.1,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,7.7,14.3
Alemanha_3 3. Liga,Ulm,33,29,31,23.2,48.2,27.5,18.7,13.0,5.3,29.8,9.7,56.0,11.0,108.3,51.9,5,10,4,10,0.0,0.0,20.0,0.0,6.7,0.0,0.0,0.0,6.7,21.4,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Verl,71,47,59,22.4,9.4,26.0,26.9,19.9,5.3,29.1,27.5,89.0,55.7,112.1,102.4,10,3,7,7,15.4,28.6,38.5,21.4,7.7,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alemanha_3 3. Liga,Viktoria Köln,47,50,48,33.0,26.7,23.0,21.0,22.3,25.8,20.0,13.3,67.6,96.7,87.0,63.2,7,6,7,6,7.7,7.7,7.7,23.1,15.4,15.4,7.7,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,7.7
Alemanha_3 3. Liga,Waldhof Mannheim,43,33,38,28.3,7.6,28.5,34.8,22.9,7.4,30.2,26.9,80.7,97.0,106.0,77.3,6,8,5,10,0.0,20.0,21.4,13.3,7.1,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0
Alemanha_3 3. Liga,Wehen Wiesbaden,73,33,53,38.5,51.0,31.5,35.9,29.9,37.2,35.2,18.8,77.6,72.9,111.6,52.3,11,4,5,7,13.3,8.3,0.0,0.0,20.0,0.0,20.0,8.3,0.0,8.3,0.0,0.0,6.7,0.0,0.0,8.3,13.3,8.3
Argentina_1 Liga Profesional,Aldosivi,0,20,11,,21.0,4.0,32.2,,,,25.6,,,,79.4,0,1,1,4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Argentinos Juniors,40,33,38,66.0,47.0,10.0,20.0,43.8,,,,66.4,,,,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0
Argentina_1 Liga Profesional,Atlético Tucumán,40,0,20,40.5,,28.0,22.8,14.8,,9.9,13.0,36.7,,35.4,57.2,2,2,0,5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Banfield,50,25,40,45.3,35.0,20.0,39.3,8.3,,6.6,22.9,18.4,,32.8,58.1,3,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,25.0,16.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Barracas Central,40,40,40,24.0,22.0,35.0,72.0,15.6,17.0,20.8,19.8,64.8,77.1,59.5,27.5,2,3,2,2,0.0,25.0,20.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Belgrano,50,50,50,46.0,50.0,62.0,31.0,11.3,11.5,,24.0,24.6,23.1,,77.6,2,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,33.3,20.0,0.0,0.0,33.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Boca Juniors,50,25,40,57.3,15.0,15.0,44.0,18.6,,,17.7,32.5,,,40.2,3,1,1,3,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Central Córdoba SdE,60,0,30,62.0,,5.0,51.5,14.0,,,35.2,22.6,,,68.3,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Defensa y Justicia,60,60,60,34.7,20.7,54.0,,22.1,16.2,,,63.8,78.4,,,3,1,3,0,0.0,33.3,25.0,0.0,0.0,33.3,25.0,33.3,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Deportivo Riestra,20,20,20,35.0,24.0,29.0,66.7,,,,16.2,,,,24.3,1,1,1,3,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Estudiantes,60,20,40,51.0,52.0,66.5,46.0,23.5,,12.0,1.4,46.1,,18.1,3.1,3,2,1,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,33.3,0.0,0.0,20.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Estudiantes Río Cuarto,25,17,20,32.0,14.0,64.0,30.0,,,7.1,24.3,,,11.0,80.9,1,2,1,5,0.0,0.0,0.0,16.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Gimnasia La Plata,80,60,70,7.5,24.7,,38.0,5.5,4.9,,4.2,73.4,20.0,,11.2,4,0,3,2,75.0,0.0,25.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Gimnasia Mendoza,60,40,50,42.0,10.0,49.0,20.0,33.8,7.1,29.7,22.6,80.4,70.7,60.6,113.1,3,2,2,2,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Huracán,80,0,40,42.5,,27.0,43.7,22.2,,,10.2,52.3,,,23.4,4,1,0,3,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Independiente,60,60,60,63.7,37.0,22.5,11.5,22.7,25.6,12.0,7.8,35.7,69.3,53.4,67.6,3,2,3,2,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0
Argentina_1 Liga Profesional,Independiente Rivadavia,67,50,60,16.0,61.0,35.5,20.5,5.0,11.3,2.1,26.2,31.5,18.5,6.0,127.6,4,2,2,2,16.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Instituto,50,25,40,21.3,38.0,49.0,44.3,15.8,,39.3,24.8,74.2,,80.3,56.0,3,3,1,3,16.7,0.0,0.0,0.0,16.7,0.0,16.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Lanús,50,40,44,32.0,49.5,53.0,38.0,22.6,36.1,53.7,16.8,70.7,72.9,101.4,44.3,2,2,2,3,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
Argentina_1 Liga Profesional,Newell's Old Boys,20,0,10,23.0,,42.0,40.2,,,11.0,16.3,,,26.3,40.7,1,4,0,5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Platense,40,20,30,57.5,21.0,36.0,23.0,40.3,,39.6,,70.1,,110.0,,2,2,1,1,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
Argentina_1 Liga Profesional,Racing Club,50,33,40,37.5,31.0,38.5,29.5,24.7,5.7,20.5,27.6,66.0,18.2,53.3,93.5,2,2,2,2,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,River Plate,75,33,50,31.7,43.0,6.0,19.3,16.2,22.6,,14.6,51.0,52.6,,75.7,3,1,2,3,0.0,0.0,25.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Rosario Central,40,60,50,53.0,26.3,38.5,4.0,7.1,23.6,4.9,,13.3,89.6,12.9,,2,2,3,1,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,San Lorenzo,40,20,30,28.0,70.0,21.3,52.5,38.2,,18.1,3.5,136.4,,85.1,6.7,2,3,1,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Sarmiento,60,0,30,27.0,,10.0,55.2,21.2,,,28.7,78.4,,,51.9,3,1,0,5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Talleres Córdoba,60,40,50,41.7,53.3,21.0,62.0,14.4,33.5,,,34.5,62.8,,,3,1,3,1,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Argentina_1 Liga Profesional,Tigre,67,75,70,35.2,30.0,37.0,,19.3,28.8,14.1,,54.6,96.1,38.2,,4,2,3,0,0.0,33.3,16.7,0.0,16.7,33.3,0.0,0.0,16.7,0.0,16.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Unión Santa Fe,60,60,60,37.3,22.3,,62.0,31.7,18.0,,19.8,84.8,80.6,,31.9,3,0,3,2,33.3,20.0,0.0,20.0,0.0,0.0,0.0,0.0,33.3,20.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Vélez Sarsfield,50,67,60,34.5,47.0,27.0,20.5,40.3,35.7,,9.2,116.8,76.1,,44.8,2,1,4,2,33.3,16.7,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,16.7,33.3,0.0,0.0,0.0,0.0,16.7
Australia_1 A-League,Adelaide United,64,18,41,30.9,13.0,46.2,24.7,22.3,1.4,36.4,16.3,72.3,10.9,78.6,66.2,7,4,2,9,9.1,0.0,18.2,18.2,0.0,0.0,18.2,0.0,0.0,0.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0
