Liga,time,total_jogos_ca,total_jogos_fo,total_jogos_ht_ca,total_jogos_ht_fo,over05_ht_casa,over15_ht_casa,over25_ht_casa,over05_ht_fora,over15_ht_fora,over25_ht_fora,over05_2h_casa,over15_2h_casa,over25_2h_casa,over05_2h_fora,over15_2h_fora,over25_2h_fora,media_gols_ht_casa,media_gols_ht_fora,media_gols_2h_casa,media_gols_2h_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Inglaterra_1 Premier League,Brighton & Hove Albion,15,15,15,15,66.7,20.0,20.0,80.0,20.0,6.7,80.0,53.3,6.7,86.7,33.3,13.3,1.13,1.07,1.4,1.4,20.0,0.0,13.3,0.0,13.3,13.3,6.7,6.7,13.3,20.0,6.7,13.3,20.0,13.3,13.3,13.3,40.0,33.3
Inglaterra_1 Premier League,Burnley,15,15,15,15,73.3,46.7,20.0,86.7,40.0,13.3,60.0,33.3,13.3,93.3,46.7,26.7,1.47,1.6,1.07,1.87,0.0,0.0,20.0,6.7,13.3,6.7,0.0,20.0,26.7,13.3,6.7,6.7,13.3,13.3,6.7,6.7,13.3,40.0
Inglaterra_1 Premier League,Chelsea,15,15,15,15,80.0,26.7,6.7,80.0,46.7,20.0,73.3,46.7,26.7,86.7,53.3,26.7,1.2,1.53,1.47,1.67,13.3,0.0,13.3,13.3,33.3,6.7,6.7,46.7,13.3,33.3,33.3,33.3,13.3,26.7,13.3,13.3,13.3,26.7
Inglaterra_1 Premier League,Crystal Palace,15,15,15,15,66.7,13.3,6.7,73.3,33.3,6.7,60.0,33.3,13.3,66.7,46.7,6.7,1.0,1.2,1.13,1.2,6.7,6.7,6.7,6.7,6.7,13.3,26.7,20.0,0.0,20.0,6.7,6.7,13.3,33.3,0.0,6.7,26.7,13.3
Inglaterra_1 Premier League,Everton,15,15,15,15,86.7,20.0,6.7,53.3,26.7,13.3,86.7,26.7,6.7,80.0,40.0,0.0,1.13,0.93,1.33,1.2,6.7,6.7,13.3,20.0,6.7,6.7,6.7,13.3,20.0,0.0,13.3,20.0,13.3,0.0,20.0,20.0,20.0,20.0
Inglaterra_1 Premier League,Fulham,15,15,15,15,60.0,26.7,13.3,60.0,26.7,13.3,93.3,46.7,20.0,86.7,46.7,20.0,1.07,1.0,1.73,1.73,13.3,26.7,13.3,0.0,0.0,0.0,26.7,6.7,20.0,0.0,13.3,20.0,6.7,13.3,33.3,6.7,33.3,33.3
Inglaterra_1 Premier League,Leeds United,15,15,15,15,60.0,46.7,0.0,73.3,33.3,13.3,86.7,53.3,13.3,80.0,46.7,26.7,1.07,1.27,1.73,1.6,20.0,0.0,6.7,6.7,13.3,6.7,20.0,26.7,20.0,26.7,13.3,0.0,6.7,13.3,20.0,13.3,26.7,6.7
Inglaterra_1 Premier League,Liverpool,15,15,15,15,73.3,26.7,13.3,46.7,20.0,13.3,93.3,46.7,20.0,93.3,66.7,33.3,1.13,0.8,1.8,2.2,20.0,0.0,6.7,0.0,13.3,0.0,6.7,6.7,53.3,33.3,13.3,20.0,13.3,20.0,13.3,13.3,40.0,53.3
Inglaterra_1 Premier League,Manchester City,15,15,15,15,93.3,66.7,20.0,66.7,26.7,6.7,73.3,33.3,20.0,66.7,60.0,26.7,1.8,1.07,1.33,1.67,20.0,13.3,26.7,13.3,33.3,0.0,40.0,33.3,26.7,40.0,20.0,6.7,53.3,20.0,0.0,0.0,20.0,33.3
Inglaterra_1 Premier League,Manchester United,15,16,15,16,80.0,33.3,6.7,68.8,31.2,6.2,66.7,53.3,33.3,100.0,75.0,37.5,1.2,1.06,1.93,2.19,6.7,6.2,20.0,0.0,26.7,12.5,26.7,18.8,6.7,18.8,33.3,31.2,20.0,25.0,26.7,12.5,33.3,37.5
Inglaterra_1 Premier League,Newcastle United,15,15,15,15,73.3,40.0,20.0,66.7,33.3,33.3,93.3,73.3,26.7,53.3,33.3,6.7,1.33,1.33,2.13,0.93,6.7,26.7,13.3,6.7,13.3,20.0,26.7,6.7,0.0,13.3,33.3,6.7,13.3,6.7,26.7,6.7,53.3,6.7
Inglaterra_1 Premier League,Nottingham Forest,15,15,15,15,53.3,20.0,6.7,86.7,33.3,6.7,66.7,40.0,26.7,73.3,46.7,13.3,0.8,1.27,1.33,1.33,13.3,6.7,6.7,13.3,6.7,0.0,0.0,6.7,33.3,6.7,6.7,20.0,6.7,6.7,6.7,26.7,6.7,13.3
Inglaterra_1 Premier League,Sunderland,15,15,15,15,46.7,20.0,6.7,60.0,26.7,6.7,93.3,40.0,26.7,73.3,26.7,0.0,0.73,0.93,1.67,1.0,6.7,0.0,6.7,6.7,13.3,6.7,20.0,6.7,20.0,0.0,0.0,0.0,13.3,20.0,33.3,6.7,33.3,6.7
Inglaterra_1 Premier League,Tottenham Hotspur,15,15,15,15,86.7,40.0,6.7,80.0,53.3,13.3,73.3,53.3,20.0,80.0,40.0,20.0,1.4,1.47,1.47,1.47,13.3,6.7,0.0,6.7,13.3,6.7,13.3,13.3,6.7,26.7,20.0,26.7,26.7,13.3,0.0,13.3,26.7,33.3
Inglaterra_1 Premier League,West Ham United,15,15,15,15,66.7,46.7,33.3,66.7,46.7,13.3,86.7,53.3,13.3,86.7,53.3,26.7,1.53,1.27,1.53,1.73,20.0,6.7,13.3,20.0,13.3,6.7,13.3,13.3,40.0,6.7,0.0,0.0,0.0,13.3,6.7,13.3,13.3,40.0
Inglaterra_1 Premier League,Wolverhampton Wanderers,16,15,16,15,62.5,43.8,31.2,60.0,26.7,6.7,81.2,50.0,18.8,66.7,26.7,13.3,1.5,0.93,1.5,1.07,12.5,0.0,0.0,0.0,12.5,0.0,6.2,0.0,25.0,13.3,6.2,13.3,12.5,6.7,12.5,6.7,18.8,6.7
Inglaterra_2 Championship,Birmingham City,19,19,19,19,78.9,47.4,15.8,84.2,31.6,5.3,78.9,42.1,5.3,78.9,26.3,5.3,1.47,1.21,1.26,1.11,31.6,5.3,5.3,5.3,26.3,10.5,10.5,5.3,36.8,5.3,15.8,5.3,26.3,5.3,0.0,10.5,21.1,26.3
Inglaterra_2 Championship,Blackburn Rovers,19,19,19,19,63.2,36.8,10.5,68.4,21.1,5.3,73.7,31.6,10.5,73.7,42.1,10.5,1.11,0.95,1.16,1.26,10.5,0.0,5.3,15.8,10.5,5.3,10.5,15.8,10.5,36.8,0.0,0.0,5.3,10.5,21.1,5.3,21.1,5.3
Inglaterra_2 Championship,Bristol City,19,19,19,19,84.2,47.4,10.5,73.7,42.1,26.3,78.9,47.4,10.5,57.9,26.3,5.3,1.47,1.42,1.37,0.89,5.3,15.8,21.1,15.8,5.3,15.8,26.3,26.3,26.3,15.8,15.8,5.3,15.8,0.0,10.5,5.3,21.1,10.5
Inglaterra_2 Championship,Charlton Athletic,18,20,18,20,50.0,22.2,5.6,45.0,20.0,15.0,83.3,22.2,0.0,85.0,40.0,20.0,0.94,0.8,1.06,1.45,0.0,0.0,5.6,5.0,0.0,5.0,11.1,15.0,22.2,5.0,0.0,20.0,16.7,20.0,16.7,0.0,27.8,20.0
Inglaterra_2 Championship,Coventry City,19,19,19,19,68.4,36.8,21.1,73.7,36.8,26.3,84.2,47.4,21.1,84.2,63.2,31.6,1.37,1.42,1.53,1.89,10.5,31.6,26.3,10.5,10.5,21.1,21.1,26.3,52.6,5.3,26.3,36.8,15.8,15.8,21.1,21.1,26.3,31.6
Inglaterra_2 Championship,Derby County,19,19,19,19,78.9,31.6,15.8,78.9,21.1,15.8,73.7,36.8,15.8,78.9,52.6,15.8,1.32,1.21,1.37,1.53,5.3,15.8,10.5,26.3,5.3,10.5,15.8,15.8,31.6,21.1,15.8,21.1,21.1,21.1,10.5,5.3,21.1,15.8
Inglaterra_2 Championship,Hull City,19,19,19,19,84.2,52.6,26.3,73.7,42.1,10.5,78.9,47.4,5.3,89.5,63.2,5.3,1.84,1.32,1.32,1.58,21.1,10.5,10.5,26.3,26.3,5.3,21.1,21.1,15.8,36.8,10.5,5.3,15.8,10.5,21.1,5.3,10.5,36.8
Inglaterra_2 Championship,Ipswich Town,19,18,19,18,73.7,36.8,10.5,66.7,27.8,5.6,73.7,31.6,21.1,88.9,77.8,22.2,1.21,1.06,1.32,2.06,31.6,11.1,15.8,5.6,5.3,0.0,21.1,11.1,21.1,22.2,21.1,27.8,10.5,16.7,26.3,44.4,31.6,33.3
Inglaterra_2 Championship,Leicester City,19,19,19,19,89.5,52.6,15.8,84.2,42.1,21.1,78.9,36.8,5.3,84.2,42.1,21.1,1.58,1.53,1.26,1.47,26.3,10.5,21.1,26.3,21.1,5.3,5.3,10.5,21.1,10.5,15.8,10.5,0.0,10.5,0.0,15.8,26.3,31.6
Inglaterra_2 Championship,Middlesbrough,19,19,19,19,57.9,26.3,15.8,84.2,31.6,5.3,63.2,36.8,10.5,89.5,42.1,26.3,1.0,1.26,1.16,1.63,5.3,10.5,10.5,15.8,15.8,5.3,10.5,15.8,31.6,42.1,21.1,21.1,26.3,10.5,15.8,15.8,5.3,31.6
Inglaterra_2 Championship,Millwall,20,18,20,18,65.0,25.0,0.0,61.1,38.9,0.0,65.0,55.0,30.0,77.8,50.0,16.7,0.9,1.0,1.65,1.44,15.0,0.0,15.0,11.1,10.0,11.1,15.0,11.1,15.0,11.1,10.0,16.7,5.0,16.7,20.0,22.2,35.0,33.3
Inglaterra_2 Championship,Norwich City,19,19,19,19,52.6,26.3,5.3,73.7,36.8,15.8,78.9,47.4,21.1,89.5,31.6,10.5,0.89,1.32,1.53,1.37,5.3,15.8,5.3,26.3,5.3,5.3,31.6,10.5,10.5,31.6,5.3,5.3,31.6,21.1,10.5,10.5,15.8,21.1
Inglaterra_2 Championship,Oxford United,19,19,19,19,78.9,36.8,15.8,73.7,47.4,15.8,63.2,21.1,0.0,57.9,26.3,5.3,1.32,1.42,0.84,0.89,5.3,21.1,10.5,15.8,26.3,5.3,5.3,10.5,10.5,15.8,10.5,10.5,0.0,5.3,10.5,5.3,10.5,10.5
Inglaterra_2 Championship,Portsmouth,19,18,19,18,68.4,15.8,0.0,66.7,33.3,5.6,73.7,31.6,15.8,77.8,38.9,16.7,0.84,1.11,1.21,1.39,5.3,5.6,5.3,5.6,15.8,5.6,0.0,11.1,15.8,16.7,5.3,22.2,15.8,11.1,15.8,5.6,21.1,11.1
Inglaterra_2 Championship,Preston North End,20,19,20,19,75.0,25.0,5.0,84.2,36.8,10.5,80.0,55.0,10.0,68.4,31.6,0.0,1.05,1.32,1.45,1.0,10.0,21.1,20.0,5.3,10.0,21.1,5.0,5.3,20.0,10.5,15.0,5.3,15.0,5.3,10.0,15.8,25.0,10.5
Inglaterra_2 Championship,Queens Park Rangers,18,20,18,20,72.2,33.3,11.1,75.0,45.0,15.0,88.9,61.1,50.0,55.0,35.0,10.0,1.22,1.5,2.06,1.0,16.7,0.0,5.6,10.0,11.1,5.0,22.2,10.0,16.7,25.0,11.1,5.0,11.1,15.0,22.2,10.0,44.4,20.0
Inglaterra_2 Championship,Sheffield United,18,20,18,20,66.7,38.9,11.1,65.0,30.0,15.0,88.9,55.6,16.7,75.0,50.0,25.0,1.17,1.2,1.61,1.55,16.7,20.0,11.1,25.0,11.1,15.0,16.7,10.0,33.3,15.0,27.8,10.0,11.1,10.0,22.2,0.0,11.1,15.0
Inglaterra_2 Championship,Sheffield Wednesday,20,18,20,18,60.0,30.0,15.0,83.3,38.9,11.1,85.0,60.0,5.0,77.8,44.4,11.1,1.05,1.33,1.5,1.33,10.0,0.0,5.0,16.7,10.0,11.1,0.0,5.6,0.0,5.6,25.0,5.6,0.0,11.1,0.0,11.1,0.0,5.6
Inglaterra_2 Championship,Southampton,18,20,18,20,61.1,33.3,16.7,65.0,35.0,10.0,66.7,38.9,11.1,85.0,70.0,40.0,1.11,1.25,1.17,2.15,22.2,15.0,22.2,20.0,16.7,25.0,5.6,0.0,27.8,15.0,16.7,35.0,16.7,10.0,11.1,15.0,11.1,35.0
Inglaterra_2 Championship,Stoke City,19,20,19,20,73.7,21.1,10.5,50.0,30.0,5.0,68.4,47.4,31.6,75.0,30.0,5.0,1.05,0.85,1.58,1.1,21.1,15.0,10.5,0.0,21.1,0.0,21.1,10.0,21.1,25.0,10.5,5.0,15.8,10.0,5.3,15.0,26.3,5.0
Inglaterra_2 Championship,Swansea City,19,19,19,19,78.9,26.3,0.0,63.2,31.6,0.0,78.9,42.1,15.8,84.2,42.1,5.3,1.05,0.95,1.42,1.32,5.3,5.3,10.5,10.5,15.8,5.3,10.5,5.3,15.8,15.8,10.5,10.5,31.6,10.5,15.8,15.8,31.6,5.3
Inglaterra_2 Championship,Watford,19,19,19,19,73.7,47.4,15.8,68.4,36.8,10.5,78.9,36.8,5.3,78.9,26.3,21.1,1.37,1.16,1.21,1.32,15.8,5.3,15.8,5.3,5.3,10.5,26.3,5.3,21.1,15.8,15.8,15.8,10.5,21.1,21.1,5.3,21.1,26.3
Inglaterra_2 Championship,West Bromwich Albion,19,19,19,19,73.7,21.1,0.0,73.7,36.8,15.8,78.9,36.8,21.1,73.7,36.8,10.5,0.95,1.26,1.47,1.21,5.3,5.3,10.5,15.8,15.8,0.0,5.3,21.1,21.1,0.0,15.8,0.0,21.1,5.3,10.5,10.5,15.8,26.3
Inglaterra_2 Championship,Wrexham,20,18,20,18,80.0,40.0,15.0,77.8,16.7,0.0,95.0,55.0,20.0,72.2,38.9,16.7,1.5,0.94,1.8,1.39,10.0,11.1,20.0,11.1,25.0,16.7,20.0,11.1,5.0,16.7,15.0,27.8,20.0,0.0,30.0,11.1,35.0,16.7
Inglaterra_3 League One,AFC Wimbledon,18,19,18,19,61.1,22.2,5.6,73.7,42.1,15.8,72.2,38.9,22.2,94.7,57.9,21.1,0.89,1.37,1.39,1.84,11.1,0.0,16.7,10.5,5.6,21.1,11.1,15.8,22.2,15.8,11.1,15.8,22.2,21.1,16.7,10.5,11.1,21.1
Inglaterra_3 League One,Barnsley,19,17,19,17,78.9,63.2,26.3,94.1,41.2,11.8,94.7,57.9,10.5,94.1,58.8,17.6,1.74,1.47,1.63,1.71,36.8,5.9,21.1,11.8,15.8,23.5,15.8,11.8,21.1,23.5,21.1,17.6,15.8,35.3,10.5,0.0,31.6,5.9
Inglaterra_3 League One,Blackpool,19,19,19,19,89.5,36.8,21.1,52.6,21.1,5.3,78.9,36.8,15.8,100.0,52.6,21.1,1.58,0.79,1.42,1.95,21.1,5.3,31.6,5.3,5.3,15.8,10.5,10.5,21.1,0.0,10.5,5.3,10.5,10.5,10.5,15.8,31.6,21.1
Inglaterra_3 League One,Bolton Wanderers,19,19,19,19,57.9,26.3,15.8,68.4,10.5,5.3,73.7,57.9,21.1,78.9,47.4,10.5,1.0,0.84,1.58,1.47,10.5,5.3,21.1,10.5,10.5,5.3,15.8,5.3,26.3,0.0,15.8,10.5,21.1,10.5,5.3,15.8,52.6,47.4
Inglaterra_3 League One,Bradford City,19,19,19,19,68.4,36.8,10.5,73.7,36.8,5.3,84.2,21.1,5.3,73.7,42.1,10.5,1.16,1.21,1.11,1.26,15.8,5.3,21.1,15.8,0.0,10.5,15.8,5.3,31.6,10.5,21.1,15.8,10.5,15.8,15.8,10.5,21.1,10.5
Inglaterra_3 League One,Burton Albion,19,19,19,19,68.4,36.8,5.3,68.4,26.3,5.3,73.7,42.1,10.5,84.2,42.1,21.1,1.21,1.0,1.26,1.53,10.5,5.3,5.3,0.0,31.6,15.8,0.0,15.8,21.1,10.5,10.5,15.8,10.5,26.3,15.8,0.0,10.5,15.8
Inglaterra_3 League One,Cardiff City,19,19,19,19,73.7,42.1,10.5,68.4,31.6,5.3,84.2,73.7,26.3,78.9,42.1,21.1,1.37,1.16,2.0,1.47,10.5,10.5,10.5,15.8,15.8,10.5,15.8,21.1,47.4,26.3,36.8,15.8,42.1,15.8,10.5,0.0,31.6,47.4
Inglaterra_3 League One,Doncaster Rovers,18,19,18,19,72.2,33.3,11.1,57.9,31.6,5.3,83.3,50.0,16.7,78.9,47.4,21.1,1.28,1.0,1.56,1.53,22.2,5.3,0.0,10.5,27.8,10.5,27.8,0.0,22.2,5.3,22.2,10.5,0.0,15.8,0.0,15.8,11.1,10.5
Inglaterra_3 League One,Exeter City,19,19,19,19,73.7,21.1,5.3,73.7,31.6,10.5,73.7,47.4,15.8,68.4,26.3,10.5,1.0,1.21,1.47,1.16,5.3,0.0,15.8,15.8,0.0,15.8,5.3,10.5,15.8,15.8,15.8,15.8,21.1,0.0,26.3,5.3,15.8,21.1
Inglaterra_3 League One,Huddersfield Town,19,19,19,19,68.4,21.1,15.8,68.4,36.8,21.1,89.5,52.6,15.8,73.7,42.1,10.5,1.05,1.37,1.79,1.37,15.8,10.5,21.1,10.5,5.3,26.3,10.5,10.5,31.6,10.5,21.1,5.3,21.1,10.5,21.1,10.5,42.1,21.1
Inglaterra_3 League One,Leyton Orient,18,19,18,19,77.8,44.4,0.0,73.7,57.9,31.6,88.9,61.1,11.1,89.5,52.6,15.8,1.22,1.68,1.61,1.68,11.1,5.3,16.7,21.1,16.7,15.8,5.6,10.5,27.8,36.8,16.7,15.8,22.2,21.1,11.1,5.3,22.2,5.3
Inglaterra_3 League One,Lincoln City,19,19,19,19,84.2,21.1,10.5,84.2,31.6,15.8,94.7,52.6,36.8,68.4,26.3,10.5,1.21,1.37,1.89,1.05,15.8,15.8,21.1,21.1,5.3,26.3,47.4,10.5,15.8,5.3,21.1,15.8,31.6,10.5,26.3,15.8,42.1,26.3
Inglaterra_3 League One,Luton Town,19,19,19,19,73.7,36.8,21.1,63.2,31.6,10.5,73.7,36.8,10.5,84.2,42.1,15.8,1.42,1.11,1.21,1.47,15.8,5.3,21.1,10.5,10.5,10.5,26.3,15.8,26.3,5.3,15.8,15.8,15.8,5.3,15.8,21.1,10.5,21.1
Inglaterra_3 League One,Mansfield Town,19,17,19,17,57.9,26.3,15.8,76.5,11.8,5.9,84.2,42.1,21.1,70.6,41.2,5.9,1.0,0.94,1.47,1.18,10.5,5.9,5.3,11.8,21.1,5.9,10.5,5.9,5.3,17.6,31.6,11.8,26.3,0.0,5.3,11.8,26.3,23.5
Inglaterra_3 League One,Northampton Town,19,19,19,19,68.4,26.3,5.3,63.2,21.1,5.3,68.4,36.8,5.3,78.9,42.1,10.5,1.0,1.0,1.11,1.32,15.8,5.3,5.3,0.0,10.5,5.3,5.3,5.3,15.8,10.5,21.1,10.5,5.3,15.8,10.5,15.8,10.5,0.0
Inglaterra_3 League One,Peterborough United,18,19,18,19,83.3,33.3,11.1,68.4,26.3,10.5,83.3,55.6,27.8,84.2,42.1,15.8,1.33,1.11,1.83,1.53,16.7,5.3,22.2,0.0,5.6,10.5,22.2,15.8,27.8,15.8,11.1,15.8,22.2,26.3,27.8,5.3,38.9,15.8
Inglaterra_3 League One,Plymouth Argyle,19,19,19,19,68.4,42.1,15.8,84.2,42.1,21.1,78.9,42.1,15.8,89.5,47.4,10.5,1.37,1.53,1.37,1.53,5.3,5.3,10.5,10.5,15.8,21.1,15.8,15.8,31.6,36.8,5.3,15.8,21.1,21.1,15.8,26.3,10.5,15.8
Inglaterra_3 League One,Port Vale,18,17,18,17,50.0,22.2,16.7,58.8,35.3,11.8,66.7,27.8,16.7,64.7,41.2,11.8,0.89,1.06,1.22,1.24,11.1,23.5,0.0,0.0,11.1,0.0,5.6,0.0,0.0,11.8,22.2,23.5,0.0,5.9,11.1,0.0,22.2,11.8
Inglaterra_3 League One,Reading,19,19,19,19,68.4,26.3,5.3,73.7,36.8,10.5,89.5,52.6,15.8,94.7,57.9,26.3,1.0,1.21,1.63,1.79,21.1,10.5,10.5,15.8,5.3,10.5,15.8,26.3,10.5,15.8,10.5,15.8,15.8,15.8,31.6,5.3,26.3,36.8
Inglaterra_3 League One,Rotherham United,19,18,19,18,68.4,26.3,5.3,83.3,16.7,0.0,84.2,47.4,15.8,66.7,50.0,16.7,1.0,1.0,1.53,1.33,15.8,5.6,10.5,5.6,5.3,5.6,15.8,5.6,15.8,5.6,21.1,5.6,10.5,5.6,5.3,22.2,15.8,11.1
Inglaterra_3 League One,Stevenage,18,19,18,19,50.0,27.8,5.6,52.6,21.1,15.8,61.1,27.8,5.6,73.7,47.4,31.6,0.83,0.89,0.94,1.53,11.1,0.0,11.1,5.3,11.1,15.8,16.7,10.5,5.6,15.8,16.7,26.3,11.1,15.8,16.7,0.0,16.7,10.5
Inglaterra_3 League One,Stockport County,18,18,18,18,83.3,27.8,5.6,66.7,44.4,11.1,88.9,44.4,16.7,83.3,38.9,16.7,1.22,1.22,1.56,1.39,11.1,16.7,11.1,5.6,16.7,22.2,5.6,16.7,11.1,16.7,22.2,16.7,22.2,16.7,11.1,5.6,44.4,5.6
Inglaterra_3 League One,Wigan Athletic,18,19,18,19,61.1,22.2,0.0,84.2,31.6,21.1,72.2,16.7,5.6,84.2,47.4,21.1,0.83,1.47,0.94,1.58,11.1,10.5,16.7,5.3,11.1,15.8,0.0,5.3,22.2,10.5,5.6,21.1,11.1,15.8,16.7,5.3,0.0,26.3
Inglaterra_3 League One,Wycombe Wanderers,19,19,19,19,89.5,31.6,15.8,68.4,36.8,0.0,89.5,36.8,21.1,73.7,26.3,10.5,1.42,1.05,1.47,1.11,15.8,0.0,42.1,15.8,10.5,10.5,10.5,5.3,15.8,15.8,10.5,10.5,10.5,10.5,36.8,15.8,42.1,10.5
Italia_1 Serie A,AC Milan,14,15,14,15,64.3,21.4,0.0,53.3,33.3,13.3,85.7,28.6,14.3,80.0,53.3,0.0,0.86,1.0,1.29,1.33,14.3,6.7,0.0,13.3,0.0,13.3,28.6,20.0,28.6,26.7,14.3,20.0,21.4,20.0,7.1,6.7,21.4,40.0
Italia_1 Serie A,Atalanta,15,14,15,14,86.7,26.7,0.0,64.3,21.4,14.3,73.3,40.0,13.3,78.6,35.7,0.0,1.13,1.0,1.33,1.14,6.7,0.0,33.3,0.0,13.3,7.1,13.3,21.4,13.3,14.3,13.3,21.4,13.3,0.0,26.7,7.1,26.7,42.9
Italia_1 Serie A,Bologna,14,15,14,15,35.7,28.6,14.3,60.0,26.7,6.7,92.9,28.6,14.3,86.7,53.3,33.3,0.79,1.0,1.36,1.8,0.0,6.7,0.0,6.7,7.1,20.0,14.3,20.0,28.6,33.3,14.3,20.0,7.1,13.3,14.3,13.3,14.3,26.7
Italia_1 Serie A,Cagliari,15,15,15,15,53.3,13.3,6.7,73.3,26.7,6.7,86.7,46.7,13.3,86.7,53.3,13.3,0.8,1.07,1.47,1.53,0.0,0.0,0.0,0.0,0.0,13.3,20.0,13.3,13.3,13.3,20.0,6.7,6.7,20.0,20.0,20.0,26.7,13.3
Italia_1 Serie A,Como,15,14,15,14,73.3,26.7,6.7,64.3,21.4,0.0,73.3,46.7,6.7,78.6,42.9,21.4,1.13,0.86,1.33,1.5,26.7,7.1,33.3,28.6,0.0,7.1,13.3,14.3,13.3,7.1,20.0,7.1,20.0,28.6,33.3,35.7,13.3,21.4
Italia_1 Serie A,Cremonese,14,15,14,15,57.1,35.7,0.0,66.7,40.0,13.3,64.3,57.1,21.4,73.3,20.0,13.3,0.93,1.2,1.43,1.07,14.3,6.7,0.0,0.0,7.1,6.7,14.3,13.3,0.0,20.0,14.3,0.0,0.0,13.3,14.3,0.0,21.4,13.3
Italia_1 Serie A,Fiorentina,14,15,14,15,78.6,21.4,14.3,53.3,26.7,6.7,71.4,57.1,21.4,86.7,60.0,26.7,1.14,0.87,1.5,1.8,7.1,6.7,14.3,13.3,7.1,13.3,0.0,6.7,21.4,13.3,21.4,33.3,21.4,13.3,21.4,0.0,14.3,6.7
Italia_1 Serie A,Genoa,16,14,16,14,62.5,43.8,6.2,64.3,14.3,14.3,81.2,37.5,12.5,85.7,57.1,14.3,1.12,1.0,1.38,1.71,12.5,7.1,12.5,14.3,6.2,7.1,12.5,14.3,0.0,7.1,18.8,0.0,18.8,21.4,25.0,7.1,12.5,42.9
Italia_1 Serie A,Hellas Verona,14,15,14,15,64.3,35.7,7.1,66.7,46.7,6.7,78.6,50.0,7.1,80.0,46.7,6.7,1.14,1.2,1.36,1.33,0.0,0.0,7.1,6.7,21.4,20.0,14.3,0.0,7.1,13.3,7.1,13.3,14.3,0.0,14.3,6.7,0.0,6.7
Italia_1 Serie A,Inter Milan,15,14,15,14,80.0,40.0,13.3,78.6,35.7,7.1,93.3,60.0,46.7,71.4,35.7,21.4,1.47,1.21,2.0,1.36,20.0,21.4,33.3,28.6,6.7,14.3,33.3,14.3,20.0,14.3,26.7,14.3,26.7,21.4,46.7,14.3,46.7,42.9
Italia_1 Serie A,Juventus,14,15,14,15,71.4,28.6,21.4,73.3,20.0,0.0,78.6,57.1,21.4,80.0,46.7,20.0,1.21,0.93,1.71,1.6,7.1,6.7,21.4,20.0,14.3,6.7,14.3,13.3,28.6,13.3,21.4,13.3,28.6,33.3,21.4,20.0,50.0,20.0
Italia_1 Serie A,Lazio,15,14,15,14,73.3,40.0,13.3,28.6,7.1,0.0,60.0,26.7,20.0,71.4,21.4,7.1,1.27,0.36,1.27,1.0,26.7,7.1,0.0,0.0,20.0,7.1,13.3,0.0,6.7,14.3,13.3,0.0,13.3,7.1,0.0,14.3,46.7,7.1
Italia_1 Serie A,Lecce,15,14,15,14,53.3,33.3,0.0,64.3,14.3,7.1,80.0,33.3,0.0,64.3,35.7,14.3,0.87,0.93,1.13,1.21,20.0,7.1,13.3,7.1,13.3,7.1,6.7,7.1,0.0,7.1,0.0,7.1,0.0,7.1,6.7,7.1,13.3,14.3
Italia_1 Serie A,Napoli,14,16,14,16,78.6,21.4,7.1,81.2,37.5,6.2,78.6,64.3,14.3,68.8,43.8,0.0,1.07,1.25,1.64,1.12,21.4,18.8,14.3,37.5,0.0,12.5,28.6,12.5,21.4,6.2,21.4,18.8,21.4,6.2,21.4,0.0,28.6,18.8
Italia_1 Serie A,Parma,14,15,14,15,57.1,28.6,7.1,46.7,20.0,0.0,78.6,35.7,7.1,60.0,40.0,13.3,0.93,0.67,1.21,1.13,14.3,0.0,0.0,13.3,0.0,6.7,7.1,6.7,14.3,0.0,7.1,0.0,7.1,6.7,7.1,20.0,21.4,13.3
Italia_1 Serie A,Pisa,15,14,15,14,33.3,6.7,0.0,78.6,42.9,28.6,66.7,46.7,13.3,71.4,42.9,35.7,0.4,1.71,1.27,1.64,6.7,7.1,0.0,21.4,0.0,21.4,0.0,7.1,0.0,7.1,20.0,14.3,0.0,7.1,13.3,0.0,6.7,28.6
Italia_1 Serie A,Roma,14,15,14,15,50.0,7.1,7.1,73.3,13.3,6.7,85.7,35.7,21.4,66.7,33.3,13.3,0.64,0.93,1.57,1.13,7.1,13.3,14.3,20.0,7.1,20.0,14.3,6.7,7.1,0.0,28.6,13.3,28.6,13.3,35.7,26.7,14.3,0.0
Italia_1 Serie A,Sassuolo,15,14,15,14,86.7,40.0,6.7,64.3,28.6,0.0,73.3,40.0,6.7,85.7,64.3,14.3,1.33,0.93,1.2,1.64,20.0,0.0,20.0,7.1,6.7,14.3,6.7,7.1,20.0,14.3,0.0,28.6,26.7,28.6,0.0,21.4,13.3,7.1
Italia_1 Serie A,Torino,15,14,15,14,80.0,40.0,20.0,71.4,35.7,7.1,60.0,40.0,26.7,85.7,50.0,28.6,1.47,1.14,1.33,1.71,13.3,7.1,6.7,7.1,26.7,7.1,6.7,0.0,20.0,7.1,20.0,14.3,13.3,7.1,0.0,7.1,20.0,35.7
