Liga,time,total_jogos_casa,total_jogos_fora,pct_marcou_M60_casa,pct_marcou_M60_fora,avg_min_M60_casa,avg_min_M60_fora,dp_min_M60_casa,dp_min_M60_fora,cv_min_M60_casa,cv_min_M60_fora,n_marcou_M60_casa,n_marcou_M60_fora,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Colombia_1 Liga BetPlay,Alianza Petrolera,6,6,0.0,33.3,,67.5,,6.4,,9.4,0,2,0.0,16.7,0.0,16.7,0.0,0.0
Colombia_1 Liga BetPlay,América de Cali,5,6,60.0,0.0,71.7,,4.0,,5.6,,3,0,20.0,0.0,40.0,0.0,20.0,0.0
Colombia_1 Liga BetPlay,Atlético Bucaramanga,6,5,50.0,20.0,62.7,71.0,2.1,,3.3,,3,1,66.7,0.0,0.0,20.0,16.7,0.0
Colombia_1 Liga BetPlay,Atlético Nacional,6,6,83.3,50.0,72.2,71.3,6.6,7.4,9.2,10.3,5,3,16.7,33.3,66.7,33.3,16.7,33.3
Colombia_1 Liga BetPlay,Boyacá Chicó,6,6,16.7,0.0,80.0,,,,,,1,0,0.0,0.0,16.7,0.0,0.0,0.0
Colombia_1 Liga BetPlay,Cúcuta Deportivo,6,6,16.7,33.3,65.0,77.5,,7.8,,10.0,1,2,16.7,0.0,0.0,16.7,0.0,33.3
Colombia_1 Liga BetPlay,Deportes Tolima,5,7,40.0,14.3,77.0,92.0,14.1,,18.4,,2,1,20.0,0.0,0.0,0.0,20.0,14.3
Colombia_1 Liga BetPlay,Deportivo Cali,7,6,28.6,33.3,69.5,71.0,7.8,11.3,11.2,15.9,2,2,14.3,16.7,14.3,16.7,14.3,0.0
Colombia_1 Liga BetPlay,Deportivo Pasto,7,5,42.9,60.0,77.3,81.3,0.6,13.1,0.7,16.0,3,3,0.0,20.0,42.9,20.0,14.3,40.0
Colombia_1 Liga BetPlay,Deportivo Pereira,5,6,40.0,33.3,84.0,65.5,5.7,6.4,6.7,9.7,2,2,0.0,33.3,20.0,0.0,20.0,0.0
Colombia_1 Liga BetPlay,Fortaleza CEIF,5,7,100.0,42.9,87.0,77.7,7.4,8.0,8.5,10.3,5,3,0.0,14.3,20.0,14.3,80.0,14.3
Colombia_1 Liga BetPlay,Independiente Medellín,5,7,60.0,57.1,76.7,77.5,6.8,11.2,8.9,14.5,3,4,20.0,14.3,20.0,28.6,20.0,14.3
Colombia_1 Liga BetPlay,Jaguares de Córdoba,7,6,57.1,0.0,74.8,,11.6,,15.5,,4,0,28.6,0.0,0.0,0.0,42.9,0.0
Colombia_1 Liga BetPlay,Junior,6,6,50.0,33.3,92.7,75.0,12.9,11.3,13.9,15.1,3,2,0.0,16.7,16.7,0.0,33.3,33.3
Colombia_1 Liga BetPlay,La Equidad,6,7,50.0,0.0,75.3,,12.9,,17.1,,3,0,33.3,0.0,16.7,0.0,33.3,0.0
Colombia_1 Liga BetPlay,Llaneros,7,5,28.6,60.0,73.0,70.7,4.2,11.9,5.8,16.9,2,3,14.3,40.0,14.3,0.0,14.3,20.0
Colombia_1 Liga BetPlay,Millonarios,7,6,28.6,33.3,73.0,74.5,17.0,0.7,23.2,0.9,2,2,14.3,0.0,0.0,33.3,28.6,16.7
Colombia_1 Liga BetPlay,Once Caldas,7,6,71.4,66.7,77.8,76.0,13.3,10.6,17.0,13.9,5,4,28.6,16.7,14.3,33.3,42.9,33.3
Colombia_1 Liga BetPlay,Rionegro Águilas,6,6,33.3,33.3,88.0,76.5,11.3,19.1,12.9,25.0,2,2,0.0,16.7,16.7,0.0,16.7,16.7
Colombia_1 Liga BetPlay,Santa Fe,6,6,16.7,66.7,63.0,89.0,,8.2,,9.2,1,4,33.3,0.0,0.0,16.7,0.0,50.0
Croacia_1 HNL,Dinamo Zagreb,13,14,69.2,64.3,74.3,81.8,12.7,9.4,17.1,11.4,9,9,30.8,14.3,61.5,21.4,38.5,42.9
Croacia_1 HNL,Gorica,14,13,50.0,23.1,77.0,83.7,4.5,6.1,5.8,7.3,7,3,7.1,0.0,42.9,7.7,7.1,15.4
Croacia_1 HNL,HNK Vukovar 1991,13,14,46.2,28.6,78.3,66.5,9.9,5.4,12.6,8.2,6,4,23.1,21.4,0.0,7.1,30.8,0.0
Croacia_1 HNL,Hajduk Split,14,13,64.3,61.5,80.3,71.0,11.5,5.7,14.3,8.0,9,8,21.4,30.8,14.3,30.8,42.9,15.4
Croacia_1 HNL,Istra 1961,13,14,38.5,28.6,75.2,77.2,11.8,8.1,15.6,10.5,5,4,15.4,7.1,15.4,7.1,23.1,14.3
Croacia_1 HNL,Lokomotiva Zagreb,14,13,42.9,38.5,72.3,71.0,10.1,13.9,14.0,19.6,6,5,21.4,23.1,14.3,7.7,14.3,7.7
Croacia_1 HNL,Osijek,14,13,28.6,30.8,81.2,74.5,9.7,13.5,12.0,18.1,4,4,0.0,15.4,14.3,7.7,21.4,7.7
Croacia_1 HNL,Rijeka,14,13,42.9,15.4,80.3,71.0,14.3,5.7,17.8,8.0,6,2,14.3,7.7,7.1,7.7,35.7,7.7
Croacia_1 HNL,Slaven Koprivnica,13,14,69.2,35.7,77.1,74.8,8.6,8.6,11.2,11.5,9,5,7.7,14.3,53.8,7.1,23.1,14.3
Croacia_1 HNL,Varaždin,13,14,38.5,35.7,72.6,77.4,7.8,11.0,10.8,14.2,5,5,15.4,14.3,23.1,7.1,7.7,14.3
Dinamarca_1 Superliga,AGF,12,12,50.0,58.3,74.0,72.4,11.2,5.8,15.2,8.0,6,7,33.3,25.0,8.3,33.3,33.3,33.3
Dinamarca_1 Superliga,Brøndby,12,12,41.7,25.0,71.0,77.7,10.6,4.9,14.9,6.4,5,3,25.0,0.0,8.3,16.7,16.7,16.7
Dinamarca_1 Superliga,Fredericia,12,12,33.3,50.0,79.2,79.3,10.6,11.1,13.4,14.0,4,6,8.3,8.3,8.3,16.7,16.7,33.3
Dinamarca_1 Superliga,København,12,12,50.0,58.3,81.5,76.9,8.9,12.6,10.9,16.4,6,7,0.0,25.0,33.3,16.7,25.0,33.3
Dinamarca_1 Superliga,Midtjylland,12,12,75.0,33.3,72.1,76.5,9.5,13.0,13.2,17.0,9,4,41.7,16.7,25.0,16.7,50.0,33.3
Dinamarca_1 Superliga,Nordsjælland,12,12,58.3,50.0,68.4,80.3,5.6,16.7,8.1,20.8,7,6,41.7,16.7,25.0,16.7,8.3,25.0
Dinamarca_1 Superliga,OB,12,12,58.3,25.0,79.9,69.3,14.5,7.8,18.2,11.2,7,3,16.7,16.7,25.0,8.3,25.0,8.3
Dinamarca_1 Superliga,Randers,12,12,8.3,16.7,71.0,90.5,,16.3,,18.0,1,2,0.0,0.0,8.3,8.3,0.0,8.3
Dinamarca_1 Superliga,Silkeborg,12,12,25.0,33.3,79.3,77.2,0.6,9.4,0.7,12.1,3,4,0.0,8.3,25.0,16.7,8.3,8.3
Dinamarca_1 Superliga,SønderjyskE,12,12,66.7,41.7,82.9,77.0,11.7,10.7,14.1,13.8,8,5,16.7,16.7,8.3,16.7,58.3,16.7
Dinamarca_1 Superliga,Vejle,12,12,66.7,41.7,77.8,67.6,13.4,5.0,17.3,7.4,8,5,16.7,25.0,33.3,25.0,25.0,8.3
Dinamarca_1 Superliga,Viborg,12,12,58.3,41.7,82.9,84.2,10.6,7.3,12.8,8.6,7,5,8.3,0.0,16.7,16.7,33.3,25.0
Escocia_1 Premiership,Aberdeen,15,16,53.3,25.0,73.0,85.5,10.4,10.2,14.2,12.0,8,4,20.0,0.0,33.3,12.5,33.3,12.5
Escocia_1 Premiership,Celtic,15,16,73.3,43.8,77.6,77.3,11.4,15.8,14.7,20.4,11,7,26.7,25.0,33.3,0.0,53.3,25.0
Escocia_1 Premiership,Dundee,15,16,40.0,6.2,79.2,84.0,10.8,,13.6,,6,1,6.7,0.0,13.3,0.0,40.0,6.2
Escocia_1 Premiership,Dundee United,16,15,37.5,53.3,72.3,73.2,9.6,8.3,13.3,11.4,6,8,18.8,20.0,6.2,26.7,18.8,26.7
Escocia_1 Premiership,Falkirk,16,15,37.5,40.0,78.3,73.5,9.9,10.4,12.7,14.1,6,6,6.2,13.3,12.5,20.0,25.0,6.7
Escocia_1 Premiership,Hearts,16,15,50.0,60.0,80.0,77.2,8.6,11.2,10.8,14.5,8,9,6.2,20.0,31.2,13.3,25.0,33.3
Escocia_1 Premiership,Hibernian,15,16,53.3,31.2,78.8,81.8,9.6,6.7,12.2,8.2,8,5,20.0,0.0,13.3,12.5,33.3,31.2
Escocia_1 Premiership,Kilmarnock,16,15,18.8,40.0,78.7,80.8,3.8,9.5,4.8,11.8,3,6,0.0,13.3,12.5,0.0,12.5,26.7
Escocia_1 Premiership,Livingston,15,16,40.0,18.8,79.7,76.3,12.0,11.7,15.1,15.3,6,3,13.3,6.2,6.7,6.2,26.7,18.8
Escocia_1 Premiership,Motherwell,16,15,56.2,40.0,83.6,71.8,9.6,11.8,11.5,16.4,9,6,6.2,26.7,6.2,6.7,50.0,6.7
Escocia_1 Premiership,Rangers,16,15,56.2,60.0,79.2,84.7,11.2,9.8,14.2,11.6,9,9,12.5,0.0,18.8,20.0,50.0,46.7
Escocia_1 Premiership,St. Mirren,15,16,20.0,43.8,75.3,76.3,11.4,13.3,15.1,17.5,3,7,6.7,18.8,6.7,0.0,6.7,37.5
Espanha_1 La Liga,Athletic Club Bilbao,15,14,46.7,28.6,78.9,76.5,9.8,6.8,12.4,8.9,7,4,13.3,0.0,0.0,21.4,46.7,7.1
Espanha_1 La Liga,Atlético Madrid,15,14,60.0,35.7,69.4,82.6,6.3,11.3,9.1,13.6,9,5,33.3,7.1,40.0,7.1,33.3,21.4
Espanha_1 La Liga,CA Osasuna,14,15,50.0,26.7,81.9,82.0,7.7,6.5,9.4,7.9,7,4,0.0,0.0,28.6,13.3,50.0,26.7
Espanha_1 La Liga,Celta de Vigo,15,14,40.0,50.0,83.5,82.3,9.4,11.3,11.3,13.8,6,7,6.7,14.3,6.7,7.1,40.0,35.7
Espanha_1 La Liga,Deportivo Alavés,14,15,35.7,33.3,78.8,74.4,11.2,6.1,14.2,8.2,5,5,14.3,0.0,7.1,33.3,28.6,6.7
Espanha_1 La Liga,Elche CF,15,14,40.0,57.1,75.3,82.2,11.2,9.9,14.8,12.1,6,8,26.7,14.3,6.7,7.1,26.7,35.7
Espanha_1 La Liga,FC Barcelona,15,14,80.0,64.3,73.7,76.3,12.4,11.1,16.8,14.5,12,9,46.7,28.6,13.3,14.3,60.0,35.7
Espanha_1 La Liga,Getafe CF,14,15,21.4,26.7,75.0,77.2,13.7,8.6,18.3,11.2,3,4,7.1,0.0,7.1,20.0,14.3,6.7
Espanha_1 La Liga,Girona FC,14,15,35.7,40.0,71.8,82.2,13.9,13.3,19.4,16.2,5,6,21.4,6.7,7.1,13.3,35.7,26.7
Espanha_1 La Liga,Levante UD,15,14,33.3,35.7,81.8,73.6,13.7,5.3,16.8,7.2,5,5,13.3,14.3,0.0,14.3,33.3,28.6
Espanha_1 La Liga,RCD Espanyol,15,14,40.0,35.7,78.0,80.6,11.3,7.1,14.5,8.8,6,5,13.3,7.1,6.7,14.3,33.3,21.4
Espanha_1 La Liga,RCD Mallorca,14,15,71.4,26.7,76.0,67.5,10.2,6.8,13.5,10.1,10,4,35.7,20.0,14.3,20.0,50.0,0.0
Espanha_1 La Liga,Rayo Vallecano,14,15,42.9,20.0,75.8,75.3,13.8,9.6,18.1,12.8,6,3,21.4,6.7,7.1,6.7,14.3,6.7
Espanha_1 La Liga,Real Betis,14,15,42.9,60.0,82.8,74.6,9.8,10.3,11.9,13.9,6,9,7.1,26.7,7.1,13.3,35.7,26.7
Espanha_1 La Liga,Real Madrid,15,14,53.3,71.4,77.8,77.4,12.0,10.8,15.4,14.0,8,10,20.0,28.6,6.7,28.6,46.7,42.9
Espanha_1 La Liga,Real Oviedo,14,15,14.3,26.7,69.0,85.5,7.1,12.7,10.2,14.8,2,4,7.1,6.7,7.1,0.0,0.0,26.7
Espanha_1 La Liga,Real Sociedad,14,15,50.0,33.3,77.0,84.8,12.5,10.6,16.2,12.5,7,5,21.4,6.7,14.3,0.0,42.9,26.7
Espanha_1 La Liga,Sevilla FC,15,14,26.7,57.1,89.0,75.6,2.9,11.4,3.3,15.1,4,8,0.0,21.4,0.0,14.3,33.3,35.7
Espanha_1 La Liga,Valencia CF,14,15,64.3,40.0,84.7,67.8,10.2,8.4,12.0,12.4,9,6,7.1,33.3,14.3,0.0,57.1,13.3
Espanha_1 La Liga,Villarreal,15,14,53.3,50.0,70.1,83.0,7.3,10.8,10.5,13.0,8,7,33.3,7.1,13.3,14.3,13.3,28.6
Espanha_2 Segunda Division,Albacete Balompié,15,16,33.3,50.0,83.2,72.5,14.3,7.4,17.2,10.2,5,8,6.7,25.0,6.7,12.5,26.7,37.5
Espanha_2 Segunda Division,Almería,15,16,53.3,56.2,79.4,77.7,8.7,11.3,11.0,14.6,8,9,13.3,18.8,13.3,18.8,60.0,25.0
Espanha_2 Segunda Division,Burgos CF,16,15,50.0,33.3,74.8,83.6,9.7,15.2,13.0,18.2,8,5,12.5,6.7,25.0,6.7,18.8,26.7
Espanha_2 Segunda Division,CD Castellón,15,16,66.7,25.0,80.3,80.2,10.9,12.3,13.6,15.4,10,4,13.3,6.2,20.0,6.2,46.7,25.0
Espanha_2 Segunda Division,Ceuta,15,16,46.7,25.0,84.9,78.8,9.6,7.8,11.3,10.0,7,4,6.7,6.2,6.7,12.5,33.3,6.2
Espanha_2 Segunda Division,Cultural y Deportiva Leonesa,15,16,20.0,12.5,71.0,82.0,13.9,11.3,19.6,13.8,3,2,13.3,0.0,0.0,6.2,13.3,12.5
Espanha_2 Segunda Division,Cádiz,16,15,37.5,33.3,70.8,77.2,11.4,10.0,16.1,13.0,6,5,25.0,13.3,6.2,13.3,12.5,13.3
Espanha_2 Segunda Division,Córdoba,15,16,46.7,50.0,76.3,74.9,9.0,10.9,11.8,14.6,7,8,13.3,18.8,26.7,18.8,20.0,25.0
Espanha_2 Segunda Division,Deportivo La Coruña,15,16,46.7,62.5,78.4,82.0,13.4,8.7,17.1,10.6,7,10,13.3,0.0,13.3,37.5,20.0,56.2
Espanha_2 Segunda Division,FC Andorra,15,16,40.0,50.0,87.2,79.5,6.6,8.1,7.6,10.2,6,8,0.0,6.2,6.7,37.5,33.3,12.5
Espanha_2 Segunda Division,Granada CF,16,15,18.8,40.0,70.0,74.3,6.1,14.2,8.7,19.0,3,6,6.2,26.7,12.5,0.0,6.2,13.3
Espanha_2 Segunda Division,Leganés,15,16,33.3,43.8,77.6,79.7,10.8,10.3,13.9,13.0,5,7,6.7,12.5,13.3,12.5,33.3,31.2
Espanha_2 Segunda Division,Mirandés,16,15,37.5,26.7,81.3,75.2,8.0,8.2,9.9,10.9,6,4,6.2,13.3,6.2,6.7,25.0,13.3
Espanha_2 Segunda Division,Málaga CF,16,15,56.2,20.0,82.6,88.0,11.6,2.6,14.0,3.0,9,3,12.5,0.0,0.0,0.0,62.5,20.0
Espanha_2 Segunda Division,Racing Santander,16,15,62.5,60.0,72.6,72.3,8.0,8.3,11.0,11.4,10,9,31.2,20.0,25.0,26.7,37.5,26.7
Espanha_2 Segunda Division,Real Sociedad II,16,15,31.2,46.7,78.8,77.9,14.2,10.2,18.0,13.1,5,7,18.8,6.7,0.0,33.3,18.8,33.3
Espanha_2 Segunda Division,Real Valladolid,15,16,40.0,18.8,80.8,68.0,11.9,7.0,14.7,10.3,6,3,6.7,12.5,13.3,6.2,33.3,6.2
Espanha_2 Segunda Division,Real Zaragoza,15,16,33.3,31.2,77.8,86.6,7.9,7.0,10.1,8.1,5,5,6.7,0.0,26.7,6.2,13.3,31.2
Espanha_2 Segunda Division,SD Eibar,16,15,56.2,13.3,78.3,76.5,10.9,9.2,13.9,12.0,9,2,18.8,6.7,18.8,0.0,31.2,6.7
Espanha_2 Segunda Division,SD Huesca,16,15,62.5,20.0,83.4,85.0,8.7,3.0,10.4,3.5,10,3,0.0,0.0,31.2,0.0,37.5,26.7
Espanha_2 Segunda Division,Sporting Gijón,16,15,62.5,33.3,78.1,78.0,10.6,9.2,13.6,11.9,10,5,12.5,6.7,31.2,13.3,25.0,20.0
Espanha_2 Segunda Division,UD Las Palmas,16,15,18.8,33.3,73.3,86.4,10.2,5.3,13.9,6.1,3,5,12.5,0.0,0.0,6.7,12.5,26.7
Franca_1 Ligue 1,Angers SCO,13,14,46.2,21.4,83.0,82.7,8.0,18.1,9.6,22.0,6,3,0.0,7.1,15.4,0.0,46.2,14.3
Franca_1 Ligue 1,Auxerre,14,13,35.7,15.4,71.8,74.0,10.6,2.8,14.8,3.8,5,2,21.4,0.0,7.1,15.4,14.3,7.7
Franca_1 Ligue 1,Brest,13,14,46.2,28.6,78.7,81.0,11.0,8.3,14.0,10.2,6,4,7.7,7.1,38.5,0.0,7.7,21.4
Franca_1 Ligue 1,Le Havre,14,13,35.7,30.8,77.8,72.2,12.4,13.6,15.9,18.8,5,4,7.1,23.1,14.3,0.0,21.4,15.4
Franca_1 Ligue 1,Lens,14,13,50.0,53.8,71.9,81.9,6.0,11.1,8.4,13.6,7,7,21.4,7.7,28.6,7.7,14.3,53.8
Franca_1 Ligue 1,Lille,13,14,69.2,42.9,81.1,80.5,12.1,8.9,14.9,11.0,9,6,15.4,7.1,23.1,28.6,69.2,50.0
Franca_1 Ligue 1,Lorient,13,14,53.8,28.6,74.4,76.2,10.9,12.0,14.7,15.8,7,4,30.8,14.3,15.4,7.1,23.1,28.6
Franca_1 Ligue 1,Metz,13,14,46.2,28.6,83.0,80.8,10.3,11.5,12.4,14.2,6,4,7.7,7.1,0.0,7.1,46.2,21.4
Franca_1 Ligue 1,Monaco,14,13,57.1,61.5,76.6,78.2,12.6,14.1,16.4,18.0,8,8,21.4,23.1,21.4,38.5,35.7,30.8
Franca_1 Ligue 1,Nantes,14,12,21.4,33.3,78.3,76.0,13.6,11.5,17.3,15.2,3,4,7.1,8.3,7.1,8.3,14.3,16.7
Franca_1 Ligue 1,Nice,14,13,28.6,15.4,72.2,79.0,11.6,19.8,16.0,25.1,4,2,14.3,7.7,14.3,0.0,7.1,15.4
Franca_1 Ligue 1,Olympique Lyonnais,13,14,53.8,28.6,79.4,84.2,13.0,8.5,16.4,10.1,7,4,23.1,0.0,7.7,14.3,30.8,14.3
Franca_1 Ligue 1,Olympique Marseille,14,13,71.4,30.8,76.7,77.2,8.2,8.1,10.7,10.4,10,4,21.4,7.7,42.9,23.1,64.3,15.4
Franca_1 Ligue 1,PSG,12,14,66.7,71.4,72.6,77.7,10.4,11.4,14.3,14.7,8,10,41.7,21.4,33.3,21.4,41.7,35.7
Franca_1 Ligue 1,Paris,13,14,38.5,28.6,76.2,78.2,9.5,11.0,12.5,14.0,5,4,15.4,7.1,7.7,7.1,46.2,14.3
Franca_1 Ligue 1,Rennes,14,13,50.0,15.4,78.9,77.5,9.5,4.9,12.0,6.4,7,2,14.3,0.0,14.3,7.7,50.0,15.4
Franca_1 Ligue 1,Strasbourg,13,14,38.5,50.0,75.6,76.7,13.4,4.8,17.7,6.3,5,7,30.8,0.0,0.0,50.0,23.1,28.6
Franca_1 Ligue 1,Toulouse,14,13,57.1,46.2,78.5,83.5,8.8,13.5,11.2,16.1,8,6,14.3,15.4,21.4,0.0,42.9,38.5
Franca_2 Ligue 2,Amiens SC,14,14,42.9,42.9,78.0,85.5,11.7,12.2,15.0,14.3,6,6,7.1,7.1,21.4,7.1,14.3,28.6
Franca_2 Ligue 2,Annecy,13,15,30.8,33.3,75.2,72.6,9.0,14.6,12.0,20.1,4,5,7.7,33.3,23.1,0.0,15.4,13.3
Franca_2 Ligue 2,Bastia,13,14,15.4,14.3,73.5,77.5,14.8,21.9,20.2,28.3,2,2,7.7,7.1,0.0,7.1,7.7,7.1
Franca_2 Ligue 2,Boulogne,14,14,42.9,42.9,74.8,71.3,10.7,12.0,14.4,16.8,6,6,21.4,35.7,21.4,14.3,28.6,14.3
Franca_2 Ligue 2,Clermont,14,14,35.7,28.6,76.6,82.5,15.6,8.9,20.4,10.8,5,4,28.6,0.0,0.0,7.1,28.6,21.4
Franca_2 Ligue 2,Dunkerque,14,14,35.7,21.4,68.0,66.0,7.5,2.6,11.1,4.0,5,3,28.6,21.4,14.3,0.0,0.0,7.1
Franca_2 Ligue 2,Grenoble Foot 38,14,14,28.6,42.9,83.5,77.8,8.4,3.3,10.1,4.3,4,6,0.0,0.0,14.3,42.9,14.3,14.3
Franca_2 Ligue 2,Guingamp,15,13,20.0,46.2,75.0,72.8,8.9,10.0,11.9,13.7,3,6,6.7,30.8,6.7,7.7,20.0,30.8
Franca_2 Ligue 2,Laval,14,14,35.7,7.1,83.4,79.0,6.7,,8.1,,5,1,0.0,0.0,7.1,7.1,35.7,0.0
Franca_2 Ligue 2,Le Mans,14,14,50.0,64.3,76.1,82.3,16.5,12.8,21.7,15.5,7,9,28.6,14.3,0.0,14.3,28.6,35.7
Franca_2 Ligue 2,Montpellier,14,14,50.0,35.7,81.0,76.4,9.1,15.2,11.2,19.9,7,5,7.1,14.3,21.4,7.1,35.7,21.4
Franca_2 Ligue 2,Nancy,14,14,28.6,21.4,85.2,78.7,11.6,1.2,13.6,1.5,4,3,7.1,0.0,0.0,21.4,21.4,0.0
Franca_2 Ligue 2,Pau,15,13,20.0,46.2,78.0,81.7,14.5,13.9,18.6,17.0,3,6,6.7,15.4,6.7,0.0,6.7,38.5
Franca_2 Ligue 2,Red Star,13,14,38.5,57.1,80.0,76.2,6.9,10.1,8.6,13.2,5,8,0.0,14.3,15.4,21.4,23.1,28.6
Franca_2 Ligue 2,Reims,13,15,46.2,60.0,78.2,86.1,12.6,10.9,16.2,12.6,6,9,15.4,13.3,7.7,6.7,23.1,40.0
Franca_2 Ligue 2,Rodez,14,14,50.0,50.0,76.4,80.3,7.8,14.4,10.2,17.9,7,7,7.1,14.3,28.6,7.1,21.4,50.0
Franca_2 Ligue 2,Saint-Étienne,14,14,57.1,35.7,76.9,69.8,9.2,6.7,12.0,9.6,8,5,14.3,14.3,35.7,21.4,14.3,7.1
Franca_2 Ligue 2,Troyes,15,13,60.0,38.5,75.4,76.4,7.5,13.0,10.0,17.0,9,5,13.3,15.4,40.0,15.4,46.7,15.4
Grecia_1 Super League,AEK Athens,13,13,46.2,61.5,72.3,80.0,10.6,14.6,14.7,18.2,6,8,38.5,38.5,15.4,15.4,15.4,46.2
Grecia_1 Super League,Aris,13,13,30.8,30.8,75.2,77.8,16.7,6.7,22.2,8.6,4,4,23.1,0.0,7.7,23.1,7.7,7.7
Grecia_1 Super League,Asteras Tripolis,13,13,46.2,15.4,72.7,79.0,7.3,4.2,10.1,5.4,6,2,15.4,0.0,38.5,7.7,7.7,7.7
Grecia_1 Super League,Atromitos,13,13,30.8,38.5,83.2,74.2,10.7,3.9,12.9,5.3,4,5,0.0,0.0,15.4,30.8,15.4,15.4
Grecia_1 Super League,Kifisia,13,13,38.5,23.1,76.8,76.0,7.9,11.8,10.2,15.5,5,3,7.7,7.7,23.1,7.7,23.1,15.4
Grecia_1 Super League,Larissa,13,13,23.1,15.4,78.7,83.0,18.8,19.8,23.9,23.9,3,2,7.7,7.7,7.7,0.0,7.7,15.4
